min_score,min_margin,correct_trigger,correct_abstain,false_trigger,wrong_tier,miss,neighbor_worst_correct
0.725,0.0,39,11,21,8,1,0
0.725,0.001,38,12,20,8,2,0
0.725,0.002,38,13,19,8,2,0
0.725,0.003,37,15,17,5,6,0
0.725,0.004,37,16,16,5,6,0
0.725,0.005,34,20,12,3,11,0
0.725,0.006,34,21,11,3,11,0
0.725,0.007,34,22,10,2,12,0
0.725,0.008,33,23,9,2,13,0
0.725,0.009,32,24,8,1,15,0
0.725,0.01,31,25,7,1,16,0
0.725,0.011,30,28,4,1,17,0
0.725,0.012,27,29,3,0,21,0
0.725,0.013,25,31,1,0,23,0
0.725,0.014,24,31,1,0,24,0
0.725,0.015,24,31,1,0,24,0
0.725,0.016,22,31,1,0,26,0
0.725,0.017,17,31,1,0,31,0
0.725,0.018,15,31,1,0,33,0
0.725,0.019,13,31,1,0,35,0
0.725,0.02,12,31,1,0,36,0
0.725,0.021,11,31,1,0,37,0
0.725,0.022,10,32,0,0,38,0
0.725,0.023,10,32,0,0,38,9
0.725,0.024,9,32,0,0,39,7
0.725,0.025,7,32,0,0,41,7
0.725,0.026,7,32,0,0,41,7
0.725,0.027,7,32,0,0,41,7
0.725,0.028,7,32,0,0,41,7
0.725,0.029,7,32,0,0,41,7
0.725,0.03,7,32,0,0,41,7
0.725,0.031,7,32,0,0,41,7
0.725,0.032,7,32,0,0,41,5
0.725,0.033,5,32,0,0,43,4
0.725,0.034,4,32,0,0,44,4
0.725,0.035,4,32,0,0,44,4
0.725,0.036,4,32,0,0,44,1
0.725,0.037,1,32,0,0,47,1
0.725,0.038,1,32,0,0,47,1
0.725,0.039,1,32,0,0,47,0
0.725,0.04,0,32,0,0,48,0
0.725,0.041,0,32,0,0,48,0
0.725,0.042,0,32,0,0,48,0
0.725,0.043,0,32,0,0,48,0
0.725,0.044,0,32,0,0,48,0
0.725,0.045,0,32,0,0,48,0
0.725,0.046,0,32,0,0,48,0
0.725,0.047,0,32,0,0,48,0
0.725,0.048,0,32,0,0,48,0
0.725,0.049,0,32,0,0,48,0
0.725,0.05,0,32,0,0,48,0
0.73,0.0,39,11,21,8,1,0
0.73,0.001,38,12,20,8,2,0
0.73,0.002,38,13,19,8,2,0
0.73,0.003,37,15,17,5,6,0
0.73,0.004,37,16,16,5,6,0
0.73,0.005,34,20,12,3,11,0
0.73,0.006,34,21,11,3,11,0
0.73,0.007,34,22,10,2,12,0
0.73,0.008,33,23,9,2,13,0
0.73,0.009,32,24,8,1,15,0
0.73,0.01,31,25,7,1,16,0
0.73,0.011,30,28,4,1,17,0
0.73,0.012,27,29,3,0,21,0
0.73,0.013,25,31,1,0,23,0
0.73,0.014,24,31,1,0,24,0
0.73,0.015,24,31,1,0,24,0
0.73,0.016,22,31,1,0,26,0
0.73,0.017,17,31,1,0,31,0
0.73,0.018,15,31,1,0,33,0
0.73,0.019,13,31,1,0,35,0
0.73,0.02,12,31,1,0,36,0
0.73,0.021,11,31,1,0,37,0
0.73,0.022,10,32,0,0,38,0
0.73,0.023,10,32,0,0,38,9
0.73,0.024,9,32,0,0,39,7
0.73,0.025,7,32,0,0,41,7
0.73,0.026,7,32,0,0,41,7
0.73,0.027,7,32,0,0,41,7
0.73,0.028,7,32,0,0,41,7
0.73,0.029,7,32,0,0,41,7
0.73,0.03,7,32,0,0,41,7
0.73,0.031,7,32,0,0,41,7
0.73,0.032,7,32,0,0,41,5
0.73,0.033,5,32,0,0,43,4
0.73,0.034,4,32,0,0,44,4
0.73,0.035,4,32,0,0,44,4
0.73,0.036,4,32,0,0,44,1
0.73,0.037,1,32,0,0,47,1
0.73,0.038,1,32,0,0,47,1
0.73,0.039,1,32,0,0,47,0
0.73,0.04,0,32,0,0,48,0
0.73,0.041,0,32,0,0,48,0
0.73,0.042,0,32,0,0,48,0
0.73,0.043,0,32,0,0,48,0
0.73,0.044,0,32,0,0,48,0
0.73,0.045,0,32,0,0,48,0
0.73,0.046,0,32,0,0,48,0
0.73,0.047,0,32,0,0,48,0
0.73,0.048,0,32,0,0,48,0
0.73,0.049,0,32,0,0,48,0
0.73,0.05,0,32,0,0,48,0
0.735,0.0,39,11,21,8,1,0
0.735,0.001,38,12,20,8,2,0
0.735,0.002,38,13,19,8,2,0
0.735,0.003,37,15,17,5,6,0
0.735,0.004,37,16,16,5,6,0
0.735,0.005,34,20,12,3,11,0
0.735,0.006,34,21,11,3,11,0
0.735,0.007,34,22,10,2,12,0
0.735,0.008,33,23,9,2,13,0
0.735,0.009,32,24,8,1,15,0
0.735,0.01,31,25,7,1,16,0
0.735,0.011,30,28,4,1,17,0
0.735,0.012,27,29,3,0,21,0
0.735,0.013,25,31,1,0,23,0
0.735,0.014,24,31,1,0,24,0
0.735,0.015,24,31,1,0,24,0
0.735,0.016,22,31,1,0,26,0
0.735,0.017,17,31,1,0,31,0
0.735,0.018,15,31,1,0,33,0
0.735,0.019,13,31,1,0,35,0
0.735,0.02,12,31,1,0,36,0
0.735,0.021,11,31,1,0,37,0
0.735,0.022,10,32,0,0,38,0
0.735,0.023,10,32,0,0,38,9
0.735,0.024,9,32,0,0,39,7
0.735,0.025,7,32,0,0,41,7
0.735,0.026,7,32,0,0,41,7
0.735,0.027,7,32,0,0,41,7
0.735,0.028,7,32,0,0,41,7
0.735,0.029,7,32,0,0,41,7
0.735,0.03,7,32,0,0,41,7
0.735,0.031,7,32,0,0,41,7
0.735,0.032,7,32,0,0,41,5
0.735,0.033,5,32,0,0,43,4
0.735,0.034,4,32,0,0,44,4
0.735,0.035,4,32,0,0,44,4
0.735,0.036,4,32,0,0,44,1
0.735,0.037,1,32,0,0,47,1
0.735,0.038,1,32,0,0,47,1
0.735,0.039,1,32,0,0,47,0
0.735,0.04,0,32,0,0,48,0
0.735,0.041,0,32,0,0,48,0
0.735,0.042,0,32,0,0,48,0
0.735,0.043,0,32,0,0,48,0
0.735,0.044,0,32,0,0,48,0
0.735,0.045,0,32,0,0,48,0
0.735,0.046,0,32,0,0,48,0
0.735,0.047,0,32,0,0,48,0
0.735,0.048,0,32,0,0,48,0
0.735,0.049,0,32,0,0,48,0
0.735,0.05,0,32,0,0,48,0
0.74,0.0,39,11,21,8,1,0
0.74,0.001,38,12,20,8,2,0
0.74,0.002,38,13,19,8,2,0
0.74,0.003,37,15,17,5,6,0
0.74,0.004,37,16,16,5,6,0
0.74,0.005,34,20,12,3,11,0
0.74,0.006,34,21,11,3,11,0
0.74,0.007,34,22,10,2,12,0
0.74,0.008,33,23,9,2,13,0
0.74,0.009,32,24,8,1,15,0
0.74,0.01,31,25,7,1,16,0
0.74,0.011,30,28,4,1,17,0
0.74,0.012,27,29,3,0,21,0
0.74,0.013,25,31,1,0,23,0
0.74,0.014,24,31,1,0,24,0
0.74,0.015,24,31,1,0,24,0
0.74,0.016,22,31,1,0,26,0
0.74,0.017,17,31,1,0,31,0
0.74,0.018,15,31,1,0,33,0
0.74,0.019,13,31,1,0,35,0
0.74,0.02,12,31,1,0,36,0
0.74,0.021,11,31,1,0,37,0
0.74,0.022,10,32,0,0,38,0
0.74,0.023,10,32,0,0,38,9
0.74,0.024,9,32,0,0,39,7
0.74,0.025,7,32,0,0,41,7
0.74,0.026,7,32,0,0,41,7
0.74,0.027,7,32,0,0,41,7
0.74,0.028,7,32,0,0,41,7
0.74,0.029,7,32,0,0,41,7
0.74,0.03,7,32,0,0,41,7
0.74,0.031,7,32,0,0,41,7
0.74,0.032,7,32,0,0,41,5
0.74,0.033,5,32,0,0,43,4
0.74,0.034,4,32,0,0,44,4
0.74,0.035,4,32,0,0,44,4
0.74,0.036,4,32,0,0,44,1
0.74,0.037,1,32,0,0,47,1
0.74,0.038,1,32,0,0,47,1
0.74,0.039,1,32,0,0,47,0
0.74,0.04,0,32,0,0,48,0
0.74,0.041,0,32,0,0,48,0
0.74,0.042,0,32,0,0,48,0
0.74,0.043,0,32,0,0,48,0
0.74,0.044,0,32,0,0,48,0
0.74,0.045,0,32,0,0,48,0
0.74,0.046,0,32,0,0,48,0
0.74,0.047,0,32,0,0,48,0
0.74,0.048,0,32,0,0,48,0
0.74,0.049,0,32,0,0,48,0
0.74,0.05,0,32,0,0,48,0
0.745,0.0,39,11,21,8,1,0
0.745,0.001,38,12,20,8,2,0
0.745,0.002,38,13,19,8,2,0
0.745,0.003,37,15,17,5,6,0
0.745,0.004,37,16,16,5,6,0
0.745,0.005,34,20,12,3,11,0
0.745,0.006,34,21,11,3,11,0
0.745,0.007,34,22,10,2,12,0
0.745,0.008,33,23,9,2,13,0
0.745,0.009,32,24,8,1,15,0
0.745,0.01,31,25,7,1,16,0
0.745,0.011,30,28,4,1,17,0
0.745,0.012,27,29,3,0,21,0
0.745,0.013,25,31,1,0,23,0
0.745,0.014,24,31,1,0,24,0
0.745,0.015,24,31,1,0,24,0
0.745,0.016,22,31,1,0,26,0
0.745,0.017,17,31,1,0,31,0
0.745,0.018,15,31,1,0,33,0
0.745,0.019,13,31,1,0,35,0
0.745,0.02,12,31,1,0,36,0
0.745,0.021,11,31,1,0,37,0
0.745,0.022,10,32,0,0,38,0
0.745,0.023,10,32,0,0,38,9
0.745,0.024,9,32,0,0,39,7
0.745,0.025,7,32,0,0,41,7
0.745,0.026,7,32,0,0,41,7
0.745,0.027,7,32,0,0,41,7
0.745,0.028,7,32,0,0,41,7
0.745,0.029,7,32,0,0,41,7
0.745,0.03,7,32,0,0,41,7
0.745,0.031,7,32,0,0,41,7
0.745,0.032,7,32,0,0,41,5
0.745,0.033,5,32,0,0,43,4
0.745,0.034,4,32,0,0,44,4
0.745,0.035,4,32,0,0,44,4
0.745,0.036,4,32,0,0,44,1
0.745,0.037,1,32,0,0,47,1
0.745,0.038,1,32,0,0,47,1
0.745,0.039,1,32,0,0,47,0
0.745,0.04,0,32,0,0,48,0
0.745,0.041,0,32,0,0,48,0
0.745,0.042,0,32,0,0,48,0
0.745,0.043,0,32,0,0,48,0
0.745,0.044,0,32,0,0,48,0
0.745,0.045,0,32,0,0,48,0
0.745,0.046,0,32,0,0,48,0
0.745,0.047,0,32,0,0,48,0
0.745,0.048,0,32,0,0,48,0
0.745,0.049,0,32,0,0,48,0
0.745,0.05,0,32,0,0,48,0
0.75,0.0,39,11,21,8,1,0
0.75,0.001,38,12,20,8,2,0
0.75,0.002,38,13,19,8,2,0
0.75,0.003,37,15,17,5,6,0
0.75,0.004,37,16,16,5,6,0
0.75,0.005,34,20,12,3,11,0
0.75,0.006,34,21,11,3,11,0
0.75,0.007,34,22,10,2,12,0
0.75,0.008,33,23,9,2,13,0
0.75,0.009,32,24,8,1,15,0
0.75,0.01,31,25,7,1,16,0
0.75,0.011,30,28,4,1,17,0
0.75,0.012,27,29,3,0,21,0
0.75,0.013,25,31,1,0,23,0
0.75,0.014,24,31,1,0,24,0
0.75,0.015,24,31,1,0,24,0
0.75,0.016,22,31,1,0,26,0
0.75,0.017,17,31,1,0,31,0
0.75,0.018,15,31,1,0,33,0
0.75,0.019,13,31,1,0,35,0
0.75,0.02,12,31,1,0,36,0
0.75,0.021,11,31,1,0,37,0
0.75,0.022,10,32,0,0,38,0
0.75,0.023,10,32,0,0,38,9
0.75,0.024,9,32,0,0,39,7
0.75,0.025,7,32,0,0,41,7
0.75,0.026,7,32,0,0,41,7
0.75,0.027,7,32,0,0,41,7
0.75,0.028,7,32,0,0,41,7
0.75,0.029,7,32,0,0,41,7
0.75,0.03,7,32,0,0,41,7
0.75,0.031,7,32,0,0,41,7
0.75,0.032,7,32,0,0,41,5
0.75,0.033,5,32,0,0,43,4
0.75,0.034,4,32,0,0,44,4
0.75,0.035,4,32,0,0,44,4
0.75,0.036,4,32,0,0,44,1
0.75,0.037,1,32,0,0,47,1
0.75,0.038,1,32,0,0,47,1
0.75,0.039,1,32,0,0,47,0
0.75,0.04,0,32,0,0,48,0
0.75,0.041,0,32,0,0,48,0
0.75,0.042,0,32,0,0,48,0
0.75,0.043,0,32,0,0,48,0
0.75,0.044,0,32,0,0,48,0
0.75,0.045,0,32,0,0,48,0
0.75,0.046,0,32,0,0,48,0
0.75,0.047,0,32,0,0,48,0
0.75,0.048,0,32,0,0,48,0
0.75,0.049,0,32,0,0,48,0
0.75,0.05,0,32,0,0,48,0
0.755,0.0,39,11,21,8,1,0
0.755,0.001,38,12,20,8,2,0
0.755,0.002,38,13,19,8,2,0
0.755,0.003,37,15,17,5,6,0
0.755,0.004,37,16,16,5,6,0
0.755,0.005,34,20,12,3,11,0
0.755,0.006,34,21,11,3,11,0
0.755,0.007,34,22,10,2,12,0
0.755,0.008,33,23,9,2,13,0
0.755,0.009,32,24,8,1,15,0
0.755,0.01,31,25,7,1,16,0
0.755,0.011,30,28,4,1,17,0
0.755,0.012,27,29,3,0,21,0
0.755,0.013,25,31,1,0,23,0
0.755,0.014,24,31,1,0,24,0
0.755,0.015,24,31,1,0,24,0
0.755,0.016,22,31,1,0,26,0
0.755,0.017,17,31,1,0,31,0
0.755,0.018,15,31,1,0,33,0
0.755,0.019,13,31,1,0,35,0
0.755,0.02,12,31,1,0,36,0
0.755,0.021,11,31,1,0,37,0
0.755,0.022,10,32,0,0,38,0
0.755,0.023,10,32,0,0,38,9
0.755,0.024,9,32,0,0,39,7
0.755,0.025,7,32,0,0,41,7
0.755,0.026,7,32,0,0,41,7
0.755,0.027,7,32,0,0,41,7
0.755,0.028,7,32,0,0,41,7
0.755,0.029,7,32,0,0,41,7
0.755,0.03,7,32,0,0,41,7
0.755,0.031,7,32,0,0,41,7
0.755,0.032,7,32,0,0,41,5
0.755,0.033,5,32,0,0,43,4
0.755,0.034,4,32,0,0,44,4
0.755,0.035,4,32,0,0,44,4
0.755,0.036,4,32,0,0,44,1
0.755,0.037,1,32,0,0,47,1
0.755,0.038,1,32,0,0,47,1
0.755,0.039,1,32,0,0,47,0
0.755,0.04,0,32,0,0,48,0
0.755,0.041,0,32,0,0,48,0
0.755,0.042,0,32,0,0,48,0
0.755,0.043,0,32,0,0,48,0
0.755,0.044,0,32,0,0,48,0
0.755,0.045,0,32,0,0,48,0
0.755,0.046,0,32,0,0,48,0
0.755,0.047,0,32,0,0,48,0
0.755,0.048,0,32,0,0,48,0
0.755,0.049,0,32,0,0,48,0
0.755,0.05,0,32,0,0,48,0
0.76,0.0,39,12,20,8,1,0
0.76,0.001,38,13,19,8,2,0
0.76,0.002,38,14,18,8,2,0
0.76,0.003,37,16,16,5,6,0
0.76,0.004,37,17,15,5,6,0
0.76,0.005,34,21,11,3,11,0
0.76,0.006,34,22,10,3,11,0
0.76,0.007,34,23,9,2,12,0
0.76,0.008,33,24,8,2,13,0
0.76,0.009,32,25,7,1,15,0
0.76,0.01,31,26,6,1,16,0
0.76,0.011,30,29,3,1,17,0
0.76,0.012,27,30,2,0,21,0
0.76,0.013,25,32,0,0,23,0
0.76,0.014,24,32,0,0,24,0
0.76,0.015,24,32,0,0,24,0
0.76,0.016,22,32,0,0,26,0
0.76,0.017,17,32,0,0,31,0
0.76,0.018,15,32,0,0,33,0
0.76,0.019,13,32,0,0,35,0
0.76,0.02,12,32,0,0,36,0
0.76,0.021,11,32,0,0,37,0
0.76,0.022,10,32,0,0,38,0
0.76,0.023,10,32,0,0,38,9
0.76,0.024,9,32,0,0,39,7
0.76,0.025,7,32,0,0,41,7
0.76,0.026,7,32,0,0,41,7
0.76,0.027,7,32,0,0,41,7
0.76,0.028,7,32,0,0,41,7
0.76,0.029,7,32,0,0,41,7
0.76,0.03,7,32,0,0,41,7
0.76,0.031,7,32,0,0,41,7
0.76,0.032,7,32,0,0,41,5
0.76,0.033,5,32,0,0,43,4
0.76,0.034,4,32,0,0,44,4
0.76,0.035,4,32,0,0,44,4
0.76,0.036,4,32,0,0,44,1
0.76,0.037,1,32,0,0,47,1
0.76,0.038,1,32,0,0,47,1
0.76,0.039,1,32,0,0,47,0
0.76,0.04,0,32,0,0,48,0
0.76,0.041,0,32,0,0,48,0
0.76,0.042,0,32,0,0,48,0
0.76,0.043,0,32,0,0,48,0
0.76,0.044,0,32,0,0,48,0
0.76,0.045,0,32,0,0,48,0
0.76,0.046,0,32,0,0,48,0
0.76,0.047,0,32,0,0,48,0
0.76,0.048,0,32,0,0,48,0
0.76,0.049,0,32,0,0,48,0
0.76,0.05,0,32,0,0,48,0
0.765,0.0,39,12,20,8,1,0
0.765,0.001,38,13,19,8,2,0
0.765,0.002,38,14,18,8,2,0
0.765,0.003,37,16,16,5,6,0
0.765,0.004,37,17,15,5,6,0
0.765,0.005,34,21,11,3,11,0
0.765,0.006,34,22,10,3,11,0
0.765,0.007,34,23,9,2,12,0
0.765,0.008,33,24,8,2,13,0
0.765,0.009,32,25,7,1,15,0
0.765,0.01,31,26,6,1,16,0
0.765,0.011,30,29,3,1,17,0
0.765,0.012,27,30,2,0,21,0
0.765,0.013,25,32,0,0,23,0
0.765,0.014,24,32,0,0,24,24
0.765,0.015,24,32,0,0,24,22
0.765,0.016,22,32,0,0,26,17
0.765,0.017,17,32,0,0,31,15
0.765,0.018,15,32,0,0,33,13
0.765,0.019,13,32,0,0,35,12
0.765,0.02,12,32,0,0,36,11
0.765,0.021,11,32,0,0,37,10
0.765,0.022,10,32,0,0,38,10
0.765,0.023,10,32,0,0,38,9
0.765,0.024,9,32,0,0,39,7
0.765,0.025,7,32,0,0,41,7
0.765,0.026,7,32,0,0,41,7
0.765,0.027,7,32,0,0,41,7
0.765,0.028,7,32,0,0,41,7
0.765,0.029,7,32,0,0,41,7
0.765,0.03,7,32,0,0,41,7
0.765,0.031,7,32,0,0,41,7
0.765,0.032,7,32,0,0,41,5
0.765,0.033,5,32,0,0,43,4
0.765,0.034,4,32,0,0,44,4
0.765,0.035,4,32,0,0,44,4
0.765,0.036,4,32,0,0,44,1
0.765,0.037,1,32,0,0,47,1
0.765,0.038,1,32,0,0,47,1
0.765,0.039,1,32,0,0,47,0
0.765,0.04,0,32,0,0,48,0
0.765,0.041,0,32,0,0,48,0
0.765,0.042,0,32,0,0,48,0
0.765,0.043,0,32,0,0,48,0
0.765,0.044,0,32,0,0,48,0
0.765,0.045,0,32,0,0,48,0
0.765,0.046,0,32,0,0,48,0
0.765,0.047,0,32,0,0,48,0
0.765,0.048,0,32,0,0,48,0
0.765,0.049,0,32,0,0,48,0
0.765,0.05,0,32,0,0,48,0
0.77,0.0,39,12,20,8,1,0
0.77,0.001,38,13,19,8,2,0
0.77,0.002,38,14,18,8,2,0
0.77,0.003,37,16,16,5,6,0
0.77,0.004,37,17,15,5,6,0
0.77,0.005,34,21,11,3,11,0
0.77,0.006,34,22,10,3,11,0
0.77,0.007,34,23,9,2,12,0
0.77,0.008,33,24,8,2,13,0
0.77,0.009,32,25,7,1,15,0
0.77,0.01,31,26,6,1,16,0
0.77,0.011,30,29,3,1,17,0
0.77,0.012,27,30,2,0,21,0
0.77,0.013,25,32,0,0,23,0
0.77,0.014,24,32,0,0,24,24
0.77,0.015,24,32,0,0,24,22
0.77,0.016,22,32,0,0,26,17
0.77,0.017,17,32,0,0,31,15
0.77,0.018,15,32,0,0,33,13
0.77,0.019,13,32,0,0,35,12
0.77,0.02,12,32,0,0,36,11
0.77,0.021,11,32,0,0,37,10
0.77,0.022,10,32,0,0,38,10
0.77,0.023,10,32,0,0,38,9
0.77,0.024,9,32,0,0,39,7
0.77,0.025,7,32,0,0,41,7
0.77,0.026,7,32,0,0,41,7
0.77,0.027,7,32,0,0,41,7
0.77,0.028,7,32,0,0,41,7
0.77,0.029,7,32,0,0,41,7
0.77,0.03,7,32,0,0,41,7
0.77,0.031,7,32,0,0,41,7
0.77,0.032,7,32,0,0,41,5
0.77,0.033,5,32,0,0,43,4
0.77,0.034,4,32,0,0,44,4
0.77,0.035,4,32,0,0,44,4
0.77,0.036,4,32,0,0,44,1
0.77,0.037,1,32,0,0,47,1
0.77,0.038,1,32,0,0,47,1
0.77,0.039,1,32,0,0,47,0
0.77,0.04,0,32,0,0,48,0
0.77,0.041,0,32,0,0,48,0
0.77,0.042,0,32,0,0,48,0
0.77,0.043,0,32,0,0,48,0
0.77,0.044,0,32,0,0,48,0
0.77,0.045,0,32,0,0,48,0
0.77,0.046,0,32,0,0,48,0
0.77,0.047,0,32,0,0,48,0
0.77,0.048,0,32,0,0,48,0
0.77,0.049,0,32,0,0,48,0
0.77,0.05,0,32,0,0,48,0
0.775,0.0,39,12,20,8,1,0
0.775,0.001,38,13,19,8,2,0
0.775,0.002,38,14,18,8,2,0
0.775,0.003,37,16,16,5,6,0
0.775,0.004,37,17,15,5,6,0
0.775,0.005,34,21,11,3,11,0
0.775,0.006,34,22,10,3,11,0
0.775,0.007,34,23,9,2,12,0
0.775,0.008,33,24,8,2,13,0
0.775,0.009,32,25,7,1,15,0
0.775,0.01,31,26,6,1,16,0
0.775,0.011,30,29,3,1,17,0
0.775,0.012,27,30,2,0,21,0
0.775,0.013,25,32,0,0,23,0
0.775,0.014,24,32,0,0,24,24
0.775,0.015,24,32,0,0,24,22
0.775,0.016,22,32,0,0,26,17
0.775,0.017,17,32,0,0,31,15
0.775,0.018,15,32,0,0,33,13
0.775,0.019,13,32,0,0,35,12
0.775,0.02,12,32,0,0,36,11
0.775,0.021,11,32,0,0,37,10
0.775,0.022,10,32,0,0,38,10
0.775,0.023,10,32,0,0,38,9
0.775,0.024,9,32,0,0,39,7
0.775,0.025,7,32,0,0,41,7
0.775,0.026,7,32,0,0,41,7
0.775,0.027,7,32,0,0,41,7
0.775,0.028,7,32,0,0,41,7
0.775,0.029,7,32,0,0,41,7
0.775,0.03,7,32,0,0,41,7
0.775,0.031,7,32,0,0,41,7
0.775,0.032,7,32,0,0,41,5
0.775,0.033,5,32,0,0,43,4
0.775,0.034,4,32,0,0,44,4
0.775,0.035,4,32,0,0,44,4
0.775,0.036,4,32,0,0,44,1
0.775,0.037,1,32,0,0,47,1
0.775,0.038,1,32,0,0,47,1
0.775,0.039,1,32,0,0,47,0
0.775,0.04,0,32,0,0,48,0
0.775,0.041,0,32,0,0,48,0
0.775,0.042,0,32,0,0,48,0
0.775,0.043,0,32,0,0,48,0
0.775,0.044,0,32,0,0,48,0
0.775,0.045,0,32,0,0,48,0
0.775,0.046,0,32,0,0,48,0
0.775,0.047,0,32,0,0,48,0
0.775,0.048,0,32,0,0,48,0
0.775,0.049,0,32,0,0,48,0
0.775,0.05,0,32,0,0,48,0
0.78,0.0,39,12,20,8,1,0
0.78,0.001,38,13,19,8,2,0
0.78,0.002,38,14,18,8,2,0
0.78,0.003,37,16,16,5,6,0
0.78,0.004,37,17,15,5,6,0
0.78,0.005,34,21,11,3,11,0
0.78,0.006,34,22,10,3,11,0
0.78,0.007,34,23,9,2,12,0
0.78,0.008,33,24,8,2,13,0
0.78,0.009,32,25,7,1,15,0
0.78,0.01,31,26,6,1,16,0
0.78,0.011,30,29,3,1,17,0
0.78,0.012,27,30,2,0,21,0
0.78,0.013,25,32,0,0,23,0
0.78,0.014,24,32,0,0,24,24
0.78,0.015,24,32,0,0,24,22
0.78,0.016,22,32,0,0,26,17
0.78,0.017,17,32,0,0,31,15
0.78,0.018,15,32,0,0,33,13
0.78,0.019,13,32,0,0,35,12
0.78,0.02,12,32,0,0,36,11
0.78,0.021,11,32,0,0,37,10
0.78,0.022,10,32,0,0,38,10
0.78,0.023,10,32,0,0,38,9
0.78,0.024,9,32,0,0,39,7
0.78,0.025,7,32,0,0,41,7
0.78,0.026,7,32,0,0,41,7
0.78,0.027,7,32,0,0,41,7
0.78,0.028,7,32,0,0,41,7
0.78,0.029,7,32,0,0,41,7
0.78,0.03,7,32,0,0,41,7
0.78,0.031,7,32,0,0,41,7
0.78,0.032,7,32,0,0,41,5
0.78,0.033,5,32,0,0,43,4
0.78,0.034,4,32,0,0,44,4
0.78,0.035,4,32,0,0,44,4
0.78,0.036,4,32,0,0,44,1
0.78,0.037,1,32,0,0,47,1
0.78,0.038,1,32,0,0,47,1
0.78,0.039,1,32,0,0,47,0
0.78,0.04,0,32,0,0,48,0
0.78,0.041,0,32,0,0,48,0
0.78,0.042,0,32,0,0,48,0
0.78,0.043,0,32,0,0,48,0
0.78,0.044,0,32,0,0,48,0
0.78,0.045,0,32,0,0,48,0
0.78,0.046,0,32,0,0,48,0
0.78,0.047,0,32,0,0,48,0
0.78,0.048,0,32,0,0,48,0
0.78,0.049,0,32,0,0,48,0
0.78,0.05,0,32,0,0,48,0
0.785,0.0,39,12,20,8,1,0
0.785,0.001,38,13,19,8,2,0
0.785,0.002,38,14,18,8,2,0
0.785,0.003,37,16,16,5,6,0
0.785,0.004,37,17,15,5,6,0
0.785,0.005,34,21,11,3,11,0
0.785,0.006,34,22,10,3,11,0
0.785,0.007,34,23,9,2,12,0
0.785,0.008,33,24,8,2,13,0
0.785,0.009,32,25,7,1,15,0
0.785,0.01,31,26,6,1,16,0
0.785,0.011,30,29,3,1,17,0
0.785,0.012,27,30,2,0,21,0
0.785,0.013,25,32,0,0,23,0
0.785,0.014,24,32,0,0,24,24
0.785,0.015,24,32,0,0,24,22
0.785,0.016,22,32,0,0,26,17
0.785,0.017,17,32,0,0,31,15
0.785,0.018,15,32,0,0,33,13
0.785,0.019,13,32,0,0,35,12
0.785,0.02,12,32,0,0,36,11
0.785,0.021,11,32,0,0,37,10
0.785,0.022,10,32,0,0,38,10
0.785,0.023,10,32,0,0,38,9
0.785,0.024,9,32,0,0,39,7
0.785,0.025,7,32,0,0,41,7
0.785,0.026,7,32,0,0,41,7
0.785,0.027,7,32,0,0,41,7
0.785,0.028,7,32,0,0,41,7
0.785,0.029,7,32,0,0,41,7
0.785,0.03,7,32,0,0,41,7
0.785,0.031,7,32,0,0,41,7
0.785,0.032,7,32,0,0,41,5
0.785,0.033,5,32,0,0,43,4
0.785,0.034,4,32,0,0,44,4
0.785,0.035,4,32,0,0,44,4
0.785,0.036,4,32,0,0,44,1
0.785,0.037,1,32,0,0,47,1
0.785,0.038,1,32,0,0,47,1
0.785,0.039,1,32,0,0,47,0
0.785,0.04,0,32,0,0,48,0
0.785,0.041,0,32,0,0,48,0
0.785,0.042,0,32,0,0,48,0
0.785,0.043,0,32,0,0,48,0
0.785,0.044,0,32,0,0,48,0
0.785,0.045,0,32,0,0,48,0
0.785,0.046,0,32,0,0,48,0
0.785,0.047,0,32,0,0,48,0
0.785,0.048,0,32,0,0,48,0
0.785,0.049,0,32,0,0,48,0
0.785,0.05,0,32,0,0,48,0
0.79,0.0,39,12,20,8,1,0
0.79,0.001,38,13,19,8,2,0
0.79,0.002,38,14,18,8,2,0
0.79,0.003,37,16,16,5,6,0
0.79,0.004,37,17,15,5,6,0
0.79,0.005,34,21,11,3,11,0
0.79,0.006,34,22,10,3,11,0
0.79,0.007,34,23,9,2,12,0
0.79,0.008,33,24,8,2,13,0
0.79,0.009,32,25,7,1,15,0
0.79,0.01,31,26,6,1,16,0
0.79,0.011,30,29,3,1,17,0
0.79,0.012,27,30,2,0,21,0
0.79,0.013,25,32,0,0,23,0
0.79,0.014,24,32,0,0,24,24
0.79,0.015,24,32,0,0,24,22
0.79,0.016,22,32,0,0,26,17
0.79,0.017,17,32,0,0,31,15
0.79,0.018,15,32,0,0,33,13
0.79,0.019,13,32,0,0,35,12
0.79,0.02,12,32,0,0,36,11
0.79,0.021,11,32,0,0,37,10
0.79,0.022,10,32,0,0,38,10
0.79,0.023,10,32,0,0,38,9
0.79,0.024,9,32,0,0,39,7
0.79,0.025,7,32,0,0,41,7
0.79,0.026,7,32,0,0,41,7
0.79,0.027,7,32,0,0,41,7
0.79,0.028,7,32,0,0,41,7
0.79,0.029,7,32,0,0,41,7
0.79,0.03,7,32,0,0,41,7
0.79,0.031,7,32,0,0,41,7
0.79,0.032,7,32,0,0,41,5
0.79,0.033,5,32,0,0,43,4
